Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (kgf·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (rad/s),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
2.0720849999999627,1000,,,,-0.0625,0.044921875,-0.97265625,0.0002559601971015289,-0.02942163135988073,16.63333511352539,-0.0036219620145857335,0,0,0.060245307957064044,0,0,0,0,0.05859375,,
2.0989599999999626,1000,,,,-0.0625,0.044921875,-0.96875,0.0002695809159368656,-0.029231872680962577,16.630857467651367,0.0021134052891284227,0,0,0.03514774213487532,0,0,0,0,0.05859375,,
2.121730000000447,1000,,,,-0.0625,0.044921875,-0.96875,0.0002752912823901354,-0.029326752020421655,16.632001876831055,-0.0014518230222165585,0,0,0.024146723230332335,0,0,0,0,0.05859375,,
2.1496549999993295,1000,,,,-0.0625,0.044921875,-0.96875,0.00027255202120405047,-0.029300773153665,16.632572174072266,-0.0006767733488231897,0,0,0.011256481569790288,0,0,0,0,0.05859375,,
2.171550000000745,1000,,,,-0.0625,0.044921875,-0.970703125,0.00025367066146520135,-0.029008228523666184,16.632890701293945,0.006143662985414267,0,0,0.10218687494198075,0,0,0,0,0.05859375,,
2.1992299999995155,1000,,,,-0.0625,0.044921875,-0.970703125,0.00025118603723423667,-0.02901500561934183,16.633501052856445,-0.0029437934048473836,0,0,0.04896559069892081,0,0,0,0,0.05859375,,
2.223004999999888,1000,,,,-0.0625,0.044921875,-0.970703125,0.0002549871389650374,-0.02889152128855179,16.633779525756836,-0.00036675352603197096,0,0,0,0,0,0,0,0.05859375,,
2.2494499999992548,1000,,,,-0.0625,0.044921875,-0.97265625,0.00027459486599719547,-0.029473589093394027,16.632001876831055,0.0007183159701526165,0,0,0.011947032563736039,0,0,0,0,0.05859375,,
2.2719799999995156,1000,,,,-0.0625,0.044921875,-0.970703125,0.00026402200577391394,-0.02894497563069347,16.631999969482422,-0.009047309029847383,0,0,0.15047484350831972,0,0,0,0,0.05859375,,
2.300289999999106,1000,,,,-0.0625,0.044921875,-0.966796875,0.00026038656950791195,-0.029423890391772612,16.632001876831055,0.010483940970152617,0,0,0.17436892589216432,0,0,0,0,0.05859375,,
2.3237599999997767,1000,,,,-0.0625,0.044921875,-0.96875,0.0002598332702205846,-0.02917991494744927,16.63422393798828,0.0028884549625217914,0,0,0.04804720668138102,0,0,0,0,0.05859375,,
2.3497400000002235,1000,,,,-0.0625,0.044921875,-0.966796875,0.00026059770182321277,-0.02909294221961179,16.63300132751465,-0.0017230902798473836,0,0,0.028660162912129118,0,0,0,0,0.05859375,,
2.373844999999739,1000,,,,-0.0625,0.04296875,-0.97265625,0.00026057682276040104,-0.02926236961150299,16.633779525756836,-0.0014518230222165585,0,0,0.024149304061968205,0,0,0,0,0.05859375,,
2.40025,1000,,,,-0.0625,0.044921875,-0.96875,0.0002559234287536962,-0.02940130007285378,16.633501052856445,-0.006605902779847383,0,0,0.10987929084365877,0,0,0,0,0.05859375,,
2.4220499999998135,1000,,,,-0.0625,0.044921875,-0.970703125,0.00026362846731515604,-0.029174267367719563,16.63300132751465,0.0019390190951526164,0,0,0.03225170718374972,0,0,0,0,0.05859375,,
2.449144999999553,1000,,,,-0.0625,0.044921875,-0.97265625,0.0002621909883636129,-0.0291889510750168,16.634002685546875,0.008042534720152617,0,0,0.1337795441336226,0,0,0,0,0.05859375,,
2.4725750000001865,1000,,,,-0.0625,0.04296875,-0.96875,0.00027283113114373093,-0.02935047185528642,16.63250160217285,0.008042534720152617,0,0,0.1337674716184692,0,0,0,0,0.05859375,,
2.5003600000003354,1000,,,,-0.0625,0.044921875,-0.96875,0.00026303169409680797,-0.029105366895017144,16.632001876831055,0.008042534720152617,0,0,0.13376345256005726,0,0,0,0,0.05859375,,
2.5242099999999628,1000,,,,-0.0625,0.04296875,-0.970703125,0.00026365923496270816,-0.02913623091823999,16.634000778198242,0.0016948784701526164,0,0,0.028192609791470067,0,0,0,0,0.05859375,,
2.5498650000002234,1000,,,,-0.048828125,0.138671875,-1.05078125,0.0002640569860845866,-0.029539101018258622,16.630857467651367,0.013274119142442942,541.4011339704,0,0.22075998346659118,0,0,0,0,0.060546875,,
2.5717949999999257,1000,,,,0.01171875,-0.095703125,-0.916015625,0.000318596143689334,-0.029771781303122545,16.63300132751465,0.020249565970152615,798.59285254512,0,0.3368110576631439,0,0,0,0,0.06640625,,
2.608735000000335,1000,,,,-0.078125,0.1484375,-1.087890625,0.0003495633831890727,-0.02939339346123219,16.632001876831055,0.020249565970152615,838.70051875608,0,0.33679081922059256,0,0,0,0,0.0703125,,
2.630910000000149,1000,,,,-0.046875,0.015625,-0.94921875,0.00019263080027029494,-0.029231872680962577,16.630002975463867,0.014552951697260142,849.5913732885599,0,0.2420156300272181,0,0,0,0,0.080078125,,
2.6524900000002236,1000,,,,0.03125,-0.0859375,-0.90234375,0.00017241269378645576,-0.02944083313096173,16.632001876831055,0.009263237845152617,851.5810486358399,0,0.1540661892261108,0,0,0,0,0.0859375,,
2.6760400000000373,1000,,,,-0.0859375,0.111328125,-1.09765625,0.0002774761463332175,-0.029300773153665,16.633333206176758,0.013739148993045092,851.99992765632,0,0.22852784317062688,0,0,0,0,0.08984375,,
2.699379999999888,1000,,,,-0.015625,-0.103515625,-0.888671875,0.00031928778411051856,-0.029506345055826326,16.633499145507812,0.027573784720152615,851.8952079011999,0,0.4586485245810749,0,0,0,0,0.095703125,,
2.721959999999963,1000,,,,-0.07421875,0.130859375,-1.07421875,0.00028016499535282816,-0.02966786583609594,16.631427764892578,0.023039745073765515,851.8952079011999,0,0.3831838559158708,0,0,0,0,0.099609375,,
2.749769999999553,1000,,,,-0.01171875,-0.07421875,-0.896484375,0.00022512497630271152,-0.028601602783127296,16.632001876831055,0.01606429824605584,851.8952079011999,0,0.26718143857837456,0,0,0,0,0.10546875,,
2.7723449999997394,1000,,,,0,0.091796875,-1.01171875,0.00023607013851694619,-0.028966803526348783,16.632001876831055,0.021226128470152615,851.8952079011999,0,0.3530330085534354,0,0,0,0,0.109375,,
2.798660000000149,1000,,,,-0.099609375,0.02734375,-0.9375,0.000298246729372341,-0.02898789723663924,16.630666732788086,0.016994357015937565,851.8952079011999,0,0.2826274878700767,0,0,0,0,0.115234375,,
2.821910000000149,1000,,,,-0.01171875,0.033203125,-0.994140625,0.00026810020756913566,-0.028929162407450294,16.6324462890625,0.016994357015937565,852.1046474114399,0,0.282657730284734,0,0,0,0,0.119140625,,
2.850495000000112,1000,,,,-0.07421875,0.0546875,-1.02734375,0.0002475844743995175,-0.029692715186906648,16.632001876831055,0.01606429824605584,851.79048814608,0,0.26718143857837456,0,0,0,0,0.12109375,,
2.872459999999963,1000,,,,-0.048828125,-0.076171875,-0.9140625,0.0002555776788083202,-0.029387745881502485,16.631603240966797,0.013413628470152617,851.8952079011999,0,0.22309014673731475,0,0,0,0,0.126953125,,
2.8991749999998135,1000,,,,-0.07421875,0.140625,-1.064453125,0.0002762739013938519,-0.029275923802854285,16.632001876831055,0.023504774924367665,851.8952079011999,0,0.3909314606565745,0,0,0,0,0.130859375,,
2.9218100000005216,1000,,,,0,-0.0859375,-0.888671875,0.0002641484257710369,-0.029321104440691942,16.6324462890625,0.019164496939629315,851.8952079011999,0,0.3187524660052872,0,0,0,0,0.134765625,,
2.9491949999993667,1000,,,,0.01171875,0.087890625,-1.03515625,0.0002436336450451659,-0.029313197829070353,16.63371467590332,0.028620101418346165,851.8952079011999,0,0.47605860098818603,0,0,0,0,0.138671875,,
2.972925000000745,1000,,,,-0.099609375,0.021484375,-0.96484375,0.00025812803621860607,-0.029313197829070353,16.6324462890625,0.018079427909106015,851.8952079011999,0,0.3007051136351833,0,0,0,0,0.142578125,,
2.9977949999999254,1000,,,,-0.0625,0.05078125,-1,0.0002834571380295339,-0.02917200833582768,16.633501052856445,0.0019390190951526164,852.2093671665599,0,0.0322526761607298,0,0,0,0,0.140625,,
3.023695000000298,1000,,,,-0.0625,0.04296875,-0.97265625,0.0001955037691915556,-0.02924316784042199,16.63300132751465,0.006821831595152617,852.2093671665599,0,0.11346753397825485,0,0,0,0,0.138671875,,
3.0500099999997765,1000,,,,-0.0625,0.044921875,-0.970703125,0.000199843301662517,-0.029105366895017144,16.633501052856445,0.006821831595152617,852.2093671665599,0,0.11347094302038041,0,0,0,0,0.134765625,,
3.072040000000037,1000,,,,-0.0625,0.044921875,-0.96875,0.00038443596734523254,-0.029108388350172536,16.63111114501953,0.005058593954890967,852.2093671665599,0,0.08413003830131559,0,0,0,0,0.1328125,,
3.0998700000001116,1000,,,,-0.0625,0.044921875,-0.96875,0.00032039437670031335,-0.02887946370582887,16.63314437866211,-0.0034669517539441586,852.2093671665599,0,0.05766630907720902,0,0,0,0,0.12890625,,
3.1218499999996276,1000,,,,-0.0625,0.044921875,-0.96875,0.0001699165572917489,-0.029414854264205075,16.632001876831055,0.003973524225875736,852.2093671665599,0,0.0660876623823989,0,0,0,0,0.126953125,,
3.1499449999993665,1000,,,,-0.0625,0.044921875,-0.96875,0.0003021059517432298,-0.02956620940096122,16.634286880493164,0.0007183159701526165,852.2093671665599,0,0.011948673918358388,0,0,0,0,0.125,,
3.172229999999516,1000,,,,-0.0625,0.046875,-0.970703125,0.0002703231576066212,-0.029594814392292185,16.631113052368164,0.0007183159701526165,852.2093671665599,0,0.011946394106929681,0,0,0,0,0.12109375,,
3.202859999999404,1000,,,,-0.0625,0.044921875,-0.96875,0.00025100562605746504,-0.02954813714582616,16.634286880493164,-0.002071862667798996,852.2093671665599,0,0.034463957993152404,0,0,0,0,0.119140625,,
3.229394999999553,1000,,,,-0.0625,0.046875,-0.96875,0.0002827712774964139,-0.029333529116097302,16.632001876831055,0.001606100087519735,852.2093671665599,0,0.026712659670006755,0,0,0,0,0.1171875,,
3.251995000000112,1000,,,,-0.0625,0.044921875,-0.96875,0.0002418860666682907,-0.02935047185528642,16.633337020874023,0.0028884549625217914,852.2093671665599,0,0.048044644861241,0,0,0,0,0.115234375,,
3.2737800000002606,1000,,,,-0.0625,0.046875,-0.970703125,0.00027315304467082774,-0.02965882970852841,16.633333206176758,0.012111545447260142,852.2093671665599,0,0.20145537106603104,0,0,0,0,0.11328125,,
3.2986850000005217,1000,,,,-0.0625,0.046875,-0.97265625,0.0002561207657535671,-0.029504086023934444,16.631999969482422,0.003508494608104229,852.2093671665599,0,0.05835328221491878,0,0,0,0,0.111328125,,
